Column diameter (m),Liquid height (m),Sparger hole diameter (m),Density of gas (kg/m3),Viscosity of gas (Pa.s),Density of liquid (kg/m3),Viscosity of liquid (Pa.s),Surface tension of liquid (N/m),Superficial gas velocity (m/s),Gas holdup
0.385,1.730253389,0.025,1.182449077,1.83E-05,1000,0.000922454,0.071581251,0.20426375,0.250965397
0.385,0.985881963,0.001,1.182001204,1.83E-05,1000,0.00090006,0.071460325,0.041964326,0.146449548
0.385,0.366043314,0.025,1.18260034,1.83E-05,1000,0.000961859,0.072,0.027129512,0.04925472
0.385,1.98429512,0.001,1.18,1.82E-05,1000,0.000844922,0.071453135,0.042853152,0.140991102
0.15,2.7,0.0005,1.2,1.81E-05,1000,0.001,0.0728,0.044009116,0.173482855
1,2,0.002,1.184,1.84E-05,1000,0.000891,0.072,0.032261948,0.072531728
0.385,0.689044427,0.006,1.184,1.84E-05,1000,0.001,0.072,0.037714505,0.107854057
0.385,0.334408024,0.001,1.184,1.84E-05,1000,0.001,0.072,0.0219663,0.131436609
0.385,0.92786466,0.001851139,1.184,1.84E-05,1000,0.001,0.072,0.114615995,0.196663865
0.3,0.4,0.0254,1.18,1.81E-05,997,0.00089,0.072,0.045268912,0.128537026
0.385,0.609196311,0.025,1.184,1.84E-05,1000,0.001,0.072,0.204051074,0.208839516
0.385,1.279770898,0.087,1.184,1.84E-05,1000,0.001,0.072,0.226833304,0.168965261
0.385,1.742493392,0.00106601,1.184,1.84E-05,1000,0.001,0.072,0.198938662,0.245655668
0.385,2.355218562,0.00166528,1.184,1.84E-05,1000,0.001,0.072,0.037795234,0.126040337
0.385,1.729047721,0.001,1.18,1.82E-05,1000,0.000889132,0.071977832,0.204604403,0.251507821
0.15,2.4,0.0005,1.18,1.81E-05,995.5227576,0.001010818,0.071161379,0.013668306,0.11252891
0.385,1.509202732,0.025,1.183426324,1.84E-05,1000,0.000971316,0.071845108,0.154878586,0.215984872
0.15,2.7,0.0005,3.24,1.81E-05,740,0.00086,0.0235,0.174637155,0.411449789
0.12,0.3,0.0007,1.185,1.81E-05,1000,0.001,0.072,0.043827332,0.394299275
0.187957981,1.357657571,0.004372374,1.16,1.81E-05,1113,0.021,0.048,0.146085794,0.173318624
0.385,0.928440008,0.002317902,1.181818928,1.83E-05,1000,0.000940566,0.072,0.122048364,0.196172839
0.14,0.4,0.0005,1.185,1.81E-05,999,0.00090188,0.070824781,0.032118322,0.200218655
0.385,0.373257027,0.014,1.184,1.84E-05,1000,0.001,0.072,0.041148801,0.030527802
0.385,1.027359058,0.003,1.181436893,1.83E-05,1000,0.000930155,0.072,0.125429047,0.204090291
0.24,0.592344099,0.001,1.185,1.81E-05,997,0.00089,0.072,0.096555491,0.177277152
0.385,0.627220301,0.006,1.184,1.84E-05,1000,0.001,0.072,0.203376784,0.251206871
0.385,0.850743942,0.001919548,1.18,1.82E-05,1000,0.000891,0.072,0.204438091,0.263421745
0.385,0.605273606,0.001,1.181750535,1.83E-05,1000,0.000887527,0.071392645,0.057869063,0.213912259
0.385,1.393633475,0.001,1.18,1.82E-05,1000,0.000882844,0.0719032,0.233699872,0.275991833
0.24,1.210951674,0.001,1.185,1.81E-05,997,0.00089,0.072,0.101501552,0.172851156
0.385,2.130377398,0.001345021,1.18,1.82E-05,1000,0.0008,0.07092,0.001103774,0.077792569
0.385,1.417098515,0.025,1.18,1.82E-05,1000,0.0008349,0.071334196,0.245977932,0.263811515
0.10032317,1.175366527,0.00375465,2.081397732,1.81E-05,821.3208676,0.008001655,0.025488718,0.213728917,0.267694823
0.385,2.388809447,0.006,1.184,1.84E-05,1000,0.001,0.072,0.197788809,0.224444718
0.15,2.7,0.0005,13,1.81E-05,1462,0.000575,0.03,0.049694178,0.434853736
0.385,1.251815142,0.001272274,1.184,1.84E-05,1000,0.001,0.072,0.110037394,0.187142698
0.24,1.297889916,0.001,1.185,1.81E-05,997,0.00089,0.072,0.069831435,0.113430003
0.15,2.7,0.0005,0.274213397,1.96E-05,740,0.00086,0.0235,0.081346106,0.143809028
0.385,0.542513048,0.001189111,1.184,1.84E-05,1000,0.001,0.072,0.234958942,0.295420926
1,2,0.002834063,1.184,1.84E-05,1000,0.000891,0.072,0.01653255,0.034642971
0.385,1.944137354,0.001717048,1.184,1.84E-05,1000,0.001,0.072,0.096654222,0.158345032
0.09,0.9,0.00065,1.18,1.81E-05,997,0.001,0.0692,0.020240797,0.043705868
0.14,0.4,0.0005,1.184888785,1.81E-05,999.1779437,0.000902224,0.070908897,0.031674952,0.202573495
0.316,2.24,0.005,5.504056331,1.81E-05,897.4056331,0.000642732,0.028740563,0.099833145,0.40816815
0.160021848,1.201845693,0.001992572,1.140436965,1.81E-05,1000,0.001,0.072791261,0.173746155,0.22362176
0.385,1.836224984,0.003,1.18,1.82E-05,1000,0.000833501,0.071317598,0.09831175,0.205085629
0.23,1.2,0.007,7.15,1.81E-05,684,0.00041,0.02,0.091165781,0.415248281
0.12,0.3,0.0007,1.185,1.81E-05,1000,0.001,0.072,0.010093706,0.099753677
0.15,2.7,0.0005,1.2,1.81E-05,1000,0.001,0.0728,0.044544057,0.167044324
0.16,1.28,0.002,1.18,1.81E-05,1186.96494,0.019797577,0.064824608,0.0018005,0.010008014
0.16,2.324632615,0.0007,1.18,1.81E-05,1000,0.001,0.072,0.153339808,0.225088845
0.385,1.743852957,0.006,1.184,1.84E-05,1000,0.001,0.072,0.033651038,0.094121083
0.385,0.347769477,0.025,1.184,1.84E-05,1000,0.001,0.072,0.061657945,0.096698223
0.385,0.828619287,0.001759242,1.184,1.84E-05,1000,0.001,0.072,0.235054097,0.282543741
0.385,0.597418417,0.002501492,1.181329355,1.83E-05,1000,0.000866468,0.071278926,0.094697902,0.224142971
0.16,1.959539186,0.001,1.185,1.81E-05,1000,0.001,0.072,0.099555438,0.216207506
0.2,7.23,0.001,1.12,1.81E-05,1012.400665,0.00107601,0.073400042,0.024627261,0.10851808
0.16,1.81427955,0.001,1.185,1.81E-05,1000,0.001,0.072,0.166676763,0.274329294
0.186998467,2.5,0.001,1.180500255,1.81E-05,998.2001022,0.001,0.072449974,0.100683607,0.209679939
0.16,2.535477544,0.001341974,1.183290129,1.81E-05,1000,0.001,0.072,0.063303332,0.167435982
0.385,0.264992087,0.001462606,1.183700847,1.84E-05,1000,0.000991848,0.072,0.266784884,0.31173678
0.385,2.212475076,0.001583057,1.184,1.84E-05,1000,0.001,0.072,0.099833145,0.179018602
0.10091117,1.204813831,0.00176709,2.301622546,1.81E-05,998,0.001,0.072,0.037898824,0.132949867
0.385,2.196780067,0.025,1.182404665,1.83E-05,1000,0.000956527,0.072,0.002563203,0.049014225
0.14,0.4,0.0005,1.18,1.81E-05,1410,0.0089,0.0919,0.077812993,0.143935262
0.14,0.4,0.0005,1.185,1.81E-05,997,0.00092,0.0708,0.03370971,0.21884653
1,2,0.002619184,1.184,1.84E-05,1000,0.000891,0.072,0.018059583,0.03473564
0.1,1.1,0.0005,1.185,1.81E-05,998,0.0011,0.072,0.091737568,0.214277009
0.385,1.731378122,0.001,1.180446214,1.82E-05,1000,0.000903159,0.072,0.204467191,0.2505
0.385,1.759209804,0.00099859,1.184,1.84E-05,1000,0.001,0.072,0.171793639,0.238419328
0.385,1.103990294,0.001458275,1.1836662,1.84E-05,1000,0.00098331,0.071909874,0.266937881,0.283157765
0.385,1.06019684,0.087,1.184,1.84E-05,1000,0.001,0.072,0.224556588,0.15578266
0.15,2.360132765,0.001895657,1.18,1.81E-05,1000,0.001,0.072193193,0.131306185,0.227763366
0.385,1.088914924,0.087,1.184,1.84E-05,1000,0.001,0.072,0.046832046,0.057232009
0.15,2.4,0.0005,1.18,1.81E-05,997.4861037,0.001004399,0.071920136,0.067630418,0.304386318
0.16,1.899742694,0.001,1.185,1.81E-05,1000,0.001,0.072,0.144444369,0.240077306
0.385,1.095181467,0.025,1.180379325,1.82E-05,1000,0.000818966,0.071022418,0.006933305,0.051831055
0.385,0.893013953,0.003,1.184,1.84E-05,1000,0.001,0.072,0.156007677,0.22684657
0.385,0.699704015,0.014,1.184,1.84E-05,1000,0.001,0.072,0.065582014,0.09132773
0.15,4.3,0.0023,1.18,1.81E-05,865,0.000585,0.0283,0.0972848,0.222481751
0.385,0.796862514,0.014,1.184,1.84E-05,1000,0.001,0.072,0.067364119,0.107961536
0.385,0.701662666,0.087,1.184,1.84E-05,1000,0.001,0.072,0.09312356,0.088775788
0.16,1.28,0.002,1.18,1.81E-05,1168.176711,0.009973942,0.066017393,0.013442312,0.071680624
0.2,7.23,0.001,1.12,1.81E-05,1029.765172,0.001213073,0.072789159,0.095262881,0.207824744
0.385,0.786816846,0.025,1.18,1.82E-05,1000,0.000872268,0.071777692,0.291361596,0.268156194
0.385,0.653187628,0.0015,1.184,1.84E-05,1000,0.001,0.072,0.036303908,0.15171855
0.2,7.23,0.001,1.12,1.81E-05,998.943,0.001,0.072,0.040043662,0.121473123
0.385,1.27940131,0.002127343,1.18,1.82E-05,1000,0.000891,0.072,0.075683151,0.169210474
0.09,0.9,0.00065,1.18,1.81E-05,775.937707,0.001954324,0.029148443,0.016363484,0.057444649
0.385,0.319013423,0.025,1.184,1.84E-05,1000,0.001,0.072,0.204924535,0.208479893
0.14,1.008,0.004539514,1.185,1.81E-05,998,0.001,0.072,0.049828773,0.07032535
0.14,0.4,0.0005,1.18,1.81E-05,1007.309977,0.001,0.0713,0.06685316,0.471502131
0.15,2.7,0.0005,6.428572819,1.81E-05,1000,0.001,0.0728,0.036890896,0.193301107
0.19,2.5,0.001,1.18,1.81E-05,998,0.001,0.0725,0.056848241,0.147245353
0.385,0.534651763,0.025,1.184,1.84E-05,1000,0.001,0.072,0.237361543,0.224838211
0.385,0.496173867,0.006,1.184,1.84E-05,1000,0.001,0.072,0.203640271,0.253248624
0.095,0.85,0.003,1.18,1.81E-05,867,0.000669,0.0286,0.050940996,0.145579545
0.385,1.476997401,0.006,1.184,1.84E-05,1000,0.001,0.072,0.206049638,0.232742148
0.24,1.216722061,0.001,1.185,1.81E-05,997,0.00089,0.072,0.090374988,0.168896803
0.15,2.7,0.0005,13,1.81E-05,1462,0.000575,0.03,0.056733664,0.408684181
0.15,2.7,0.0005,3.24,1.81E-05,1000,0.001,0.0728,0.027991166,0.141877337
0.385,1.664108342,0.005796846,1.183729128,1.84E-05,1000,0.000992619,0.072,0.258431319,0.279596846
0.385,0.948356517,0.001,1.181172734,1.83E-05,1000,0.000922957,0.072,0.059414457,0.178939311
0.14,0.4,0.0005,1.185,1.81E-05,999,0.000905737,0.070670519,0.018706129,0.100690113
0.15,2.7,0.0005,1.66,2.23E-05,740,0.00086,0.0235,0.024914213,0.122559735
0.15,2.7,0.0005,0.2,1.97E-05,1000,0.001,0.0728,0.046135488,0.079959922
0.214,2.04,0.001,1.14,1.81E-05,1030,0.0014,0.074,0.03556878,0.123307926
0.1,1.22,0.003175,4.436682623,1.81E-05,998,0.001030146,0.072,0.173036936,0.265047442
0.229319706,1.202551101,0.006957482,1.16,1.81E-05,1113,0.021,0.048,0.120025756,0.152906296
0.316,2.24,0.005,4.094092232,1.81E-05,898.228686,0.000732578,0.028811434,0.099833145,0.366554562
0.122,2,0.001,1.14,1.81E-05,1030,0.0014,0.074,0.038068923,0.178467178
0.24,1.380002292,0.001,1.185,1.81E-05,997,0.00089,0.072,0.044241646,0.057389062
0.14,0.56,0.0055,1.185,1.81E-05,998,0.001,0.072,0.098142546,0.146581889
0.385,1.485565733,0.004819644,1.182426192,1.83E-05,1000,0.00092131,0.071575072,0.263797567,0.281104014
0.14,1.734738,0.000559387,1.18,1.81E-05,1080,0.001,0.073,0.124723815,0.357535632
0.24,0.291683382,0.001,1.185,1.81E-05,997,0.00089,0.072,0.080064955,0.189726256
0.16,1.28,0.002,1.18,1.81E-05,1087.640686,0.00331878,0.06868547,0.017805829,0.109976651
0.385,1.856029193,0.025,1.183627762,1.84E-05,1000,0.000989857,0.072,0.003743101,0.035805507
0.385,1.755674328,0.002615797,1.18,1.82E-05,1000,0.000891,0.072,0.174065226,0.239972891
0.385,0.333169543,0.05,1.184,1.84E-05,1000,0.001,0.072,0.122401581,0.134611564
0.16,2.162366706,0.001,1.185,1.81E-05,1000,0.001,0.072,0.038372721,0.135035204
0.1,0.82082107,0.01,1.17567585,1.84E-05,1001.941644,0.000866545,0.071672837,0.152846149,0.218262376
0.385,2.095613947,0.006,1.184,1.84E-05,1000,0.001,0.072,0.157256423,0.222369867
0.385,0.3167616,0.001,1.18,1.82E-05,1000,0.000850741,0.071522196,0.03884739,0.177251774
0.385,1.1632928,0.001206317,1.18,1.82E-05,1000,0.0008,0.07092,0.105379614,0.244617033
0.15,2.4,0.0005,1.18,1.81E-05,995.1309157,0.001013953,0.070965458,0.042447471,0.275554578
0.385,1.681869045,0.005691732,1.183588976,1.84E-05,1000,0.0009888,0.072,0.229840847,0.271928819
0.1,0.538640019,0.01,1.015,2.07E-05,748.3,0.000509,0.0187,0.101669228,0.487024479
0.385,0.728805656,0.025,1.181073718,1.83E-05,1000,0.000853686,0.071209904,0.026273874,0.053472596
0.385,1.341007772,0.003,1.184,1.84E-05,1000,0.001,0.072,0.028732,0.129201172
0.099218987,0.919372392,0.008906582,1.136122535,1.89E-05,788.2280254,0.000737929,0.022171823,0.03491459,0.11037243
0.15,4.3,0.0023,1.18,1.81E-05,865,0.000585,0.0283,0.131485298,0.25337658
1,2,0.002632,1.184,1.84E-05,1000,0.000891,0.072,0.030323713,0.057897664
0.385,1.435847216,0.001350251,1.184,1.84E-05,1000,0.001,0.072,0.205740471,0.254120301
0.14,0.4,0.0005,1.185,1.81E-05,999,0.00091,0.0705,0.016535482,0.080673686
0.385,0.653751238,0.025,1.183253469,1.84E-05,1000,0.000979657,0.072,0.132039197,0.15093795
0.1016,0.680512569,0.0016,48.5,1.81E-05,870,0.028,0.029,0.10555767,0.252193587
0.15,2.7,0.0005,1.488011521,1.81E-05,740,0.00086,0.0235,0.084198481,0.218511177
0.385,1.854983026,0.003,1.184,1.84E-05,1000,0.001,0.072,0.006256335,0.036368023
0.15,2.7,0.0005,1.516631441,1.78E-05,740,0.00086,0.0235,0.004869944,0.022741056
1,2,0.002792595,1.184,1.84E-05,1000,0.000891,0.072,0.008600307,0.017403676
0.385,1.2676765,0.025,1.182332873,1.83E-05,1000,0.000954571,0.072,0.231902158,0.253801518
0.093703297,0.888906148,0.000953287,1.164037513,1.81E-05,859.1079957,0.030723001,0.031178401,0.027148842,0.064108431
0.385,0.605886865,0.002069453,1.181691903,1.83E-05,1000,0.000884595,0.071376814,0.093785179,0.213163749
0.385,0.731683974,0.014,1.184,1.84E-05,1000,0.001,0.072,0.023979772,0.049809057
0.385,2.105159473,0.00097546,1.184,1.84E-05,1000,0.001,0.072,0.14780618,0.204706757
0.3,3.2,0.005,5.74,1.81E-05,998,0.001,0.0717,0.274191206,0.464042852
0.29,1.6,0.0005,1.185,1.81E-05,998,0.0011,0.072,0.084910162,0.207810694
0.14,0.4,0.0005,1.185,1.81E-05,997,0.00092,0.0708,0.017077845,0.105045528
0.19,2.5,0.001,1.195115388,1.81E-05,1192.359618,0.034837503,0.062368654,0.265652596,0.2531175
0.1,1.1,0.0005,1.185,1.81E-05,998,0.0011,0.072,0.049647794,0.168068651
0.385,1.329615356,0.002821858,1.18,1.82E-05,1000,0.000891,0.072,0.055500952,0.136616227
0.14,1.008,0.0055,1.185,1.81E-05,998,0.001,0.072,0.104784459,0.135011223
0.1,1.3,0.003637522,5.76,1.81E-05,793,0.00124,0.0221,0.107635367,0.285064356
0.385,1.457874087,0.014,1.184,1.84E-05,1000,0.001,0.072,0.191330195,0.242689134
0.12,0.3,0.0007,1.185,1.81E-05,1000,0.001,0.072,0.027136015,0.253661476
0.15,1.1505,0.0007,1.165,1.76E-05,1000,0.000891,0.072,0.068432397,0.169154555
0.385,1.721889067,0.001910167,1.18,1.82E-05,1000,0.0008,0.07092,0.148640414,0.254602471
0.385,1.242142945,0.025,1.182605677,1.83E-05,1000,0.000962005,0.072,0.137717375,0.193380763
0.385,1.458270267,0.001,1.181121801,1.83E-05,1000,0.000921569,0.072,0.174165267,0.242426919
0.385,1.682130248,0.014,1.184,1.84E-05,1000,0.001,0.072,0.137600441,0.197703404
0.385,0.283535934,0.0015,1.184,1.84E-05,1000,0.001,0.072,0.15550532,0.263567165
0.385,0.844998067,0.025,1.180547419,1.82E-05,1000,0.000905917,0.072,0.288212439,0.268399879
0.1,0.471142343,0.01,1.015,2.07E-05,748.3,0.000509,0.0187,0.126983774,0.551342156
0.1,1.05925687,0.013,1.18,1.81E-05,911,0.00202,0.0382,0.08079421,0.203566264
0.385,0.40819069,0.025,1.184,1.84E-05,1000,0.001,0.072,0.204189591,0.208298254
0.385,1.464639706,0.001435585,1.184,1.84E-05,1000,0.001,0.072,0.00585401,0.048916657
0.156,0.540102166,0.0004,31.27439913,1.81E-05,1068,0.0047,0.055,0.036991091,0.156080631
0.385,1.862336373,0.00272004,1.182239684,1.83E-05,1000,0.000911984,0.071524715,0.099260851,0.19377586
0.15,4.3,0.0023,1.18,1.81E-05,865,0.000585,0.0283,0.150201552,0.271254858
0.09,0.9,0.00065,1.18,1.81E-05,997,0.001,0.0692,0.024222807,0.051506827
0.16,2.250211691,0.0007,1.18,1.81E-05,1000,0.001,0.072,0.188786635,0.249929625
0.252801163,0.742976522,0.001,1.180428156,1.81E-05,999.7431064,0.000990581,0.072,0.042119732,0.06791103
1,2,0.002922689,1.184,1.84E-05,1000,0.000891,0.072,0.013442057,0.031335545
0.385,1.814842387,0.087,1.184,1.84E-05,1000,0.001,0.072,0.027497145,0.057258906
0.316,2.24,0.005,4.024126816,1.81E-05,878.9435592,0.000669306,0.02823506,0.139846469,0.371411388
0.15,1.1505,0.0007,1.165,1.76E-05,998.8427766,0.000893893,0.072193835,0.014817368,0.042442027
0.385,0.346450127,0.025,1.182554697,1.83E-05,1000,0.000960615,0.072,0.067520394,0.100140994
0.116380192,1.018407567,0.002363303,45.3172084,1.81E-05,1011.747662,0.001468005,0.070244979,0.115008535,0.318396032
1,2,0.002103038,1.184,1.84E-05,1000,0.000891,0.072,0.02960976,0.067229453
0.385,1.43491709,0.001,1.181132855,1.83E-05,1000,0.00092187,0.072,0.2041581,0.254560143
0.19,2.5,0.001,1.18,1.81E-05,1174.052246,0.018913729,0.063238894,0.052403716,0.097637166
0.23,1.2,0.007,3.068754265,1.81E-05,684,0.00041,0.02,0.037287167,0.135000305
0.385,0.592407086,0.001134228,1.181073823,1.83E-05,1000,0.000853691,0.071209932,0.094538764,0.230633584
0.29,1.6,0.0005,1.185,1.81E-05,998,0.0011,0.072,0.055766452,0.200475469
0.24,1.180403055,0.001,1.185,1.81E-05,997,0.00089,0.072,0.116114673,0.193709641
0.16,1.918889826,0.001,1.185,1.81E-05,1000,0.001,0.072,0.127225857,0.232432387
0.15,2.7,0.0005,8.692800328,1.81E-05,740,0.00086,0.0235,0.045758683,0.326009783
0.150041597,2.400415969,0.00050208,1.180020798,1.81E-05,1000,0.001,0.072796672,0.169909476,0.253383777
0.385,0.278743919,0.001541363,1.184,1.84E-05,1000,0.001,0.072,0.17677807,0.275964461
0.385,0.299024313,0.025,1.182927045,1.83E-05,1000,0.000970762,0.072,0.244521412,0.223308546
0.15,2.4,0.0005,1.18,1.81E-05,995.5183218,0.001010853,0.071159161,0.375895651,0.429305897
0.24,0.246816878,0.001,1.185,1.81E-05,997,0.00089,0.072,0.124745712,0.164682873
0.15,2.7,0.0005,6.1,1.81E-05,740,0.00086,0.0235,0.067482392,0.446867118
0.385,1.839036443,0.003,1.18,1.82E-05,1000,0.00086874,0.07173582,0.125281169,0.203869357
0.1,2,0.005,1.18,1.81E-05,1000,0.001,0.0728,0.063301737,0.1425731
0.385,1.190937651,0.003,1.181704482,1.83E-05,1000,0.000937447,0.072,0.15128946,0.226676368
0.385,0.272979037,0.001,1.184,1.84E-05,1000,0.001,0.072,0.174736286,0.290982405
0.24,1.310638332,0.001,1.185,1.81E-05,997,0.00089,0.072,0.069695189,0.104713174
0.24,1.401799238,0.001,1.185,1.81E-05,997,0.00089,0.072,0.030212272,0.042477257
0.385,1.383671548,0.002596986,1.184,1.84E-05,1000,0.001,0.072,0.008655362,0.10154035
0.385,2.089404143,0.003,1.18,1.82E-05,1000,0.000891,0.072,0.021738854,0.095544295
0.385,1.309550338,0.001769818,1.18,1.82E-05,1000,0.0008,0.07092,0.231261819,0.31971471
0.385,1.28234946,0.087,1.184,1.84E-05,1000,0.001,0.072,0.220616109,0.167273024
0.24,0.609398128,0.001,1.185,1.81E-05,997,0.00089,0.072,0.119983979,0.15358319
0.16,2.519828964,0.000785739,1.18,1.81E-05,1000,0.001,0.072,0.064184912,0.160027995
0.3,3.2,0.005,5.74,1.81E-05,998,0.001,0.0717,0.296164584,0.48734581
0.161696723,2.46165688,0.001943443,1.18,1.81E-05,999.8868851,0.001,0.072028279,0.106090228,0.1818741
0.385,0.353122159,0.025,1.18,1.82E-05,1000,0.000891,0.072,0.040365889,0.082823465
0.385,2.001558652,0.025,1.18,1.82E-05,1000,0.000891,0.072,0.045197474,0.133482523
0.1,0.3,0.01,1.18,1.81E-05,998,0.001,0.072,0.01652819,0.040571649
0.385,1.500849775,0.025,1.18,1.82E-05,1000,0.0008,0.07092,0.166606888,0.220365896
0.1,0.968647177,0.01,1.158693258,1.86E-05,1010.796428,0.000817087,0.071076956,0.034773045,0.077484262
0.385,1.779015982,0.003,1.184,1.84E-05,1000,0.001,0.072,0.023467288,0.075799332
1,2,0.019,1.184,1.84E-05,1000,0.000891,0.072,0.026192402,0.046416206
0.385,0.731002998,0.014,1.184,1.84E-05,1000,0.001,0.072,0.026178347,0.050683108
0.1,1.22,0.003175,5.014775603,1.81E-05,998,0.001017728,0.072,0.173086627,0.272896094
0.15,2.4,0.0005,1.18,1.81E-05,1000,0.001,0.0728,0.04348893,0.174290152
0.16,1.28,0.002,1.18,1.81E-05,1137.555787,0.006842445,0.067052616,0.013763911,0.080518232
0.314377464,0.386890918,0.025332341,1.180676587,1.82E-05,997.5074399,0.000908606,0.072,0.143114122,0.216720895
0.385,0.311859746,0.006,1.184,1.84E-05,1000,0.001,0.072,0.101557178,0.189971563
0.385,1.512457796,0.05,1.184,1.84E-05,1000,0.001,0.072,0.100263424,0.167475608
0.095,0.85,0.003,1.18,1.81E-05,1203,0.00202,0.0381,0.042042881,0.103830078
0.385,1.435670834,0.00143291,1.184,1.84E-05,1000,0.001,0.072,0.205465779,0.254219492
0.385,1.206746337,0.003,1.1819102,1.83E-05,1000,0.00089551,0.071435754,0.098484525,0.216402466
0.24,0.234637764,0.001,1.185,1.81E-05,997,0.00089,0.072,0.041466056,0.081452348
1,2,0.002397688,1.184,1.84E-05,1000,0.000891,0.072,0.015804706,0.03292141
0.1,1.3,0.001,4.64526594,1.81E-05,793,0.00124,0.0221,0.018997979,0.075698536
0.1,1.22,0.003175,5.84,1.81E-05,998,0.001,0.072,0.193917522,0.300344895
0.16,2.619532134,0.001486109,1.18,1.81E-05,1000,0.001,0.072,0.039961725,0.126844115
0.14,0.4,0.0005,1.180937976,1.81E-05,1038.122524,0.009927073,0.072593645,0.077886794,0.416437322
0.385,0.978487166,0.025,1.18,1.82E-05,1000,0.000891,0.072,0.124239877,0.180292277
0.1,1.1,0.0005,1.185,1.81E-05,998,0.0011,0.072,0.032756322,0.143495061
0.15,2.7,0.0005,1.334806114,1.81E-05,740,0.00086,0.0235,0.074616384,0.201626675
0.385,1.9014422,0.001126903,1.184,1.84E-05,1000,0.001,0.072,0.117592864,0.176862919
0.385,0.310560757,0.006,1.184,1.84E-05,1000,0.001,0.072,0.082176725,0.193332484
0.385,2.113771634,0.001217745,1.184,1.84E-05,1000,0.001,0.072,0.01690553,0.0849404
0.15,4.3,0.0023,1.18,1.81E-05,865,0.000585,0.0283,0.086143352,0.211407296
0.2,7.23,0.001,1.12,1.81E-05,999.8273878,0.000997494,0.072125321,0.030173378,0.091225614
0.29,1.6,0.0005,1.185,1.81E-05,783,0.0027,0.027,0.030835296,0.260315892
0.1016,0.679871628,0.0016,1.13,1.81E-05,870,0.028,0.029,0.239710862,0.252878321
0.14,1.008,0.0055,1.185,1.81E-05,998,0.001,0.072,0.079077896,0.10572012
0.16,2.339068497,0.002,1.18,1.81E-05,1000,0.001,0.072,0.157777538,0.220316887
0.385,2.127081539,0.087,1.184,1.84E-05,1000,0.001,0.072,0.040193635,0.079173171
0.385,0.912059682,0.002552623,1.184,1.84E-05,1000,0.001,0.072,0.124306157,0.210324447
0.14,1.008,0.003809415,1.185,1.81E-05,998,0.001,0.072,0.068151643,0.101556142
0.29,1.6,0.0005,1.185,1.81E-05,998,0.0011,0.072,0.174228923,0.225165898
0.385,0.299066929,0.002968778,1.180083259,1.82E-05,1000,0.000893269,0.072,0.121859301,0.223176926
0.385,1.435547741,0.0015,1.184,1.84E-05,1000,0.001,0.072,0.206932289,0.2543
0.15,4.3,0.0023,1.18,1.81E-05,865,0.000585,0.0283,0.132834053,0.255270198
0.385,0.934360249,0.001,1.184,1.84E-05,1000,0.001,0.072,0.293693434,0.300137101
0.385,1.88818718,0.002549931,1.184,1.84E-05,1000,0.001,0.072,0.004311322,0.019150114
0.19,2.5,0.001,1.195273532,1.81E-05,1197,0.0396,0.0621,0.265549169,0.249491472
0.15,2.4,0.0005,1.18,1.81E-05,995.8343066,0.001008326,0.071317153,0.118312583,0.407598823
0.14,0.4,0.0005,1.185,1.81E-05,997,0.00092,0.0708,0.034661954,0.222088228
0.385,0.346325932,0.025,1.182555308,1.83E-05,1000,0.000960632,0.072,0.067965184,0.100458909
0.385,1.196263439,0.025,1.184,1.84E-05,1000,0.001,0.072,0.17105844,0.22319275
0.385,1.663491537,0.025,1.183588056,1.84E-05,1000,0.000979403,0.071888775,0.060802536,0.135879403
0.2,7.23,0.001,1.12,1.81E-05,998.943,0.001,0.072,0.065732689,0.139142563
0.16,1.881982731,0.001,1.185,1.81E-05,1000,0.001,0.072,0.152157154,0.247190968
1,2,0.002010996,1.184,1.84E-05,1000,0.000891,0.072,0.017653231,0.036206583
0.385,1.889920994,0.005688142,1.18358419,1.84E-05,1000,0.000988669,0.072,0.099635569,0.181811423
0.1,1.3,0.0043,47.16,1.81E-05,793,0.00124,0.0221,0.04529667,0.276678595
0.385,0.724748897,0.025,1.180700954,1.82E-05,1000,0.000910101,0.072,0.025797064,0.058734094
0.24,0.668480303,0.001,1.185,1.81E-05,997,0.00089,0.072,0.04087626,0.071588244
0.24,1.279502013,0.001,1.185,1.81E-05,997,0.00089,0.072,0.13668645,0.126024801
0.095,0.85,0.003,1.18,1.81E-05,1029.886333,0.002179639,0.035398585,0.057814022,0.133373994
0.385,0.66950425,0.002806246,1.180516678,1.82E-05,1000,0.000905079,0.072,0.035607571,0.130540027
0.2,7.23,0.001,1.12,1.81E-05,1005.754512,0.000980696,0.072965214,0.032616838,0.126269486
0.385,1.385927566,0.001426084,1.184,1.84E-05,1000,0.001,0.072,0.022119641,0.100020971
0.14,0.4,0.0005,1.185,1.81E-05,997.2022776,0.000918989,0.070769658,0.059016136,0.287623102
0.1016,0.744366101,0.0016,17,1.81E-05,870,0.028,0.029,0.081383157,0.182035017
0.385,1.657385919,0.014,1.184,1.84E-05,1000,0.001,0.072,0.06132032,0.125644398
0.385,2.109386049,0.014,1.184,1.84E-05,1000,0.001,0.072,0.031854522,0.086862109
0.385,1.41953739,0.003,1.184,1.84E-05,1000,0.001,0.072,0.202935135,0.26260539
0.19,2.5,0.001,1.18,1.81E-05,1189.048526,0.031439277,0.062560348,0.108040649,0.161777023
0.385,1.213596794,0.014,1.184,1.84E-05,1000,0.001,0.072,0.164433299,0.211926554
