Column diameter (m),Liquid height (m),Sparger hole diameter (m),Density of gas (kg/m3),Viscosity of gas (Pa.s),Density of liquid (kg/m3),Viscosity of liquid (Pa.s),Surface tension of liquid (N/m),Superficial gas velocity (m/s),Gas holdup
0.157333905,0.376042174,0.000727787,1.186362555,1.81E-05,999.2171593,0.000970541,0.071752024,0.039247725,0.129571554
0.152463937,0.781717101,0.000562957,1.182760319,1.81E-05,999.7845823,0.000966309,0.071831618,0.030273802,0.278966419
0.296711943,2.586141616,0.0003,1.173103061,1.81E-05,997.1427189,0.001104555,0.071476282,0.22929436,0.342139573
0.137298061,0.661234338,0.00262195,1.179367855,1.81E-05,1007.550233,0.000857866,0.071551627,0.057493661,0.274726401
0.281818494,0.453290168,0.000745673,1.181841693,1.81E-05,999.5048894,0.001026528,0.072074957,0.30693693,0.269660703
0.383847704,0.561694551,0.002700909,1.174389824,1.84E-05,999.5491151,0.000949284,0.071252109,0.016835651,0.180937821
0.384627688,1.501063478,0.025348476,1.178460849,1.84E-05,1000.070793,0.000947208,0.071699029,0.114920428,0.128818748
0.15443264,2.032469763,0.001252421,1.186426307,1.81E-05,1000.339839,0.00102895,0.072065344,0.336404075,0.400633792
0.384648401,2.389601013,0.002376415,1.183888069,1.84E-05,999.9140273,0.000947259,0.07199891,0.230443553,0.222599033
0.383623555,2.287411663,0.001355229,1.183820747,1.84E-05,999.8745272,0.000963451,0.071994819,0.02525745,0.073694022
0.384890674,0.335168764,0.024635902,1.182712295,1.84E-05,1000.049801,0.00090459,0.071510511,0.107829485,0.164275595
0.151657498,2.484888719,0.00104317,1.186750346,1.81E-05,998.2285326,0.001004082,0.071852349,0.0361572,0.150153614
0.098472083,2.506145255,0.003242529,1.17784192,1.81E-05,859.336695,0.000930668,0.026249741,0.06983919,0.276691416
0.234464901,1.834539209,0.002365798,1.184853658,1.81E-05,997.6248388,0.0009268,0.071949948,0.049115161,0.067141788
0.094535993,2.461744252,0.001024258,1.17174128,1.81E-05,1027.088659,0.001142317,0.075152628,0.061493573,0.205060416
0.385293817,2.0427007,0.000852761,1.174632243,1.84E-05,999.9405265,0.001016817,0.071991162,0.064871784,0.184237295
0.38541878,2.357512192,0.001370959,1.178439708,1.84E-05,999.9537395,0.00105212,0.071933527,0.130169825,0.25837958
0.158914285,1.37328521,0.001124196,1.178267615,1.81E-05,998.066105,0.00093211,0.072177647,0.059111931,0.161040758
0.100658754,0.41687028,0.010258598,1.180284687,1.81E-05,1017.673803,0.00125634,0.073394109,0.040195176,0.068059279
0.385366598,1.453881656,0.000822998,1.18544597,1.84E-05,999.887547,0.001063197,0.071988171,0.277717007,0.211211024
0.383533356,0.222860625,0.000882104,1.175031771,1.82E-05,1000.533414,0.000779865,0.070782984,0.126998267,0.281035779
0.384154449,1.237319139,0.001334115,1.179671284,1.84E-05,999.9723488,0.001016356,0.072071901,0.265395932,0.359423205
0.297895076,3.648062022,0.009029057,1.108943338,1.81E-05,999.1073919,0.001014041,0.071645126,0.299115585,0.331246675
0.385771362,0.250329611,0.023981434,1.180148637,1.84E-05,999.9975469,0.00092873,0.072098973,0.168311259,0.248784483
0.38484658,0.282102926,0.024997677,1.184497427,1.84E-05,1000.164919,0.00094463,0.071823286,0.259404142,0.259891149
0.09,1.082660901,0.000967439,1.174237218,1.81E-05,1078.540356,0.001196832,0.074301756,0.040257016,0.060123279
0.384614456,1.094294676,0.025641769,1.175030677,1.82E-05,1000.153007,0.000914643,0.0720197,0.033893654,0.142958939
0.384997929,1.592170543,0.024781962,1.187218127,1.84E-05,999.7840713,0.000977978,0.072021998,0.111391404,0.162841731
0.149699681,2.920748491,0.00050978,1.170134563,1.81E-05,997.4386779,0.000918779,0.070929555,0.042257333,0.305162045
0.384076643,1.69360781,0.000755982,1.185238153,1.81E-05,1000.651974,0.001020741,0.071795474,0.161538383,0.280984262
0.385481167,0.970155251,0.000853346,1.190553157,1.84E-05,999.6763985,0.000989473,0.071953346,0.153763806,0.27188939
0.148180206,0.321819949,0.000898373,1.17921286,1.81E-05,998.7719561,0.000891209,0.070829934,0.106866323,0.418433586
0.385266451,1.772543112,0.000829052,1.180772207,1.84E-05,999.8303992,0.001013082,0.072020548,0.004642041,0.060099402
0.38546877,1.393009695,0.002033012,1.974971899,1.82E-05,1000.009366,0.000890065,0.071667104,0.213882776,0.259582205
0.178707647,1.308249705,0.003207224,1.173553839,1.81E-05,998.0685836,0.000904451,0.072038689,0.014054443,0.003261854
0.147649796,2.105192311,0.001055625,1.181145462,1.81E-05,1000.929521,0.001036292,0.072051757,0.05221104,0.147494306
0.20693932,7.23,0.001072947,1.125368298,1.81E-05,1025.535997,0.001106111,0.0729515,0.00063797,0.038595881
0.385356374,0.388083884,0.025089137,1.179542424,1.84E-05,1000.022167,0.001015877,0.072021044,0.006584253,0.129588275
0.101894247,2.340875422,0.015343394,1.162901381,1.81E-05,999.8533326,0.001100119,0.072279209,0.0003,0.096733981
0.095317487,1.257817843,0.002072749,6.46720505,1.81E-05,758.7625207,0.000777455,0.026816541,0.036914495,0.326974668
0.234216102,0.319262986,0.000686166,1.173528334,1.81E-05,998.9639971,0.00100952,0.0719425,0.001856787,0.061531486
0.151323189,2.604168929,0.000770862,1.179232275,1.81E-05,1000.191873,0.000985852,0.071833795,0.042779861,0.226559268
0.384239751,2.51412773,0.001618495,1.180371119,1.84E-05,1000.039883,0.00100298,0.072005292,0.0003,0.073511489
0.100980057,0.873392187,0.0003,3.37293139,1.81E-05,896.1864175,0.001214639,0.031537858,0.042956643,0.153027736
0.385363656,1.434719114,0.005857608,1.174090806,1.84E-05,999.9088741,0.000974336,0.071960903,0.234810434,0.25812153
0.245775664,2.025035773,0.00047308,1.175880112,1.81E-05,999.3282178,0.001012586,0.071939938,0.073968206,0.234706764
0.120336528,1.525298759,0.000831805,1.175670405,1.81E-05,999.4852452,0.001028504,0.072054262,0.016565422,0.158924699
0.384763133,1.525578542,0.025827623,1.187141866,1.84E-05,1000.012168,0.000998197,0.071959404,0.190065165,0.250650378
0.384739817,1.706722297,0.001325835,1.17704127,1.82E-05,999.6033001,0.000965993,0.072018555,0.112104072,0.213276433
0.144903507,0.731095819,0.000515689,1.170710261,1.82E-05,764.9905817,0.000733998,0.020201758,0.062527067,0.293142539
0.384765183,1.073655322,0.003641302,1.17847258,1.82E-05,999.8833766,0.000826278,0.071531159,0.200735989,0.250743028
0.385135769,0.332512883,0.006663683,1.190617971,1.84E-05,999.7987102,0.001043845,0.072021285,0.0876026,0.160756831
0.384978907,1.970345043,0.003178099,1.190413802,1.84E-05,999.9739201,0.000946971,0.072002614,0.023555879,0.061630496
0.385029573,0.929162228,0.003344121,1.173214371,1.84E-05,999.9485138,0.000935615,0.071941885,0.026848103,0.09676086
0.38498769,1.531509736,0.003733122,1.185294141,1.84E-05,1000.086685,0.001033985,0.072001273,0.013017227,0.152675964
0.384773204,1.247109985,0.002378309,1.172365073,1.84E-05,999.5077695,0.001023294,0.072102054,0.111361454,0.283316701
0.153758921,2.505656745,0.000966343,1.178244981,1.81E-05,999.8850322,0.000942907,0.071900801,0.011880447,0.175157675
0.385276816,1.641065094,0.001057491,1.183900862,1.81E-05,998.6585836,0.001033406,0.072103202,0.29422943,0.433134147
0.097055322,2.866544386,0.008308431,5.078071915,1.81E-05,1018.994518,0.000867587,0.070873691,0.259462325,0.26207426
0.384466873,0.919992823,0.086158846,1.167845706,1.84E-05,999.555695,0.000926786,0.072114721,0.06320238,0.12557299
0.385197871,1.220835862,0.000823897,1.18095839,1.84E-05,999.8095263,0.001027985,0.07202026,0.187756395,0.192601686
0.14927603,2.564052134,0.002950953,1.178690417,1.82E-05,1000.290136,0.000801831,0.071346388,0.047692257,0.110267803
0.384151444,0.769499379,0.024511878,1.1905305,1.76E-05,999.3475115,0.00084382,0.071657172,0.303050653,0.264423418
0.193112202,2.44724026,0.000755895,1.184672001,1.81E-05,999.3051524,0.001039262,0.071940954,0.011874675,0.044852775
0.384511871,1.381845771,0.025067387,1.184722434,1.84E-05,999.9432772,0.001028481,0.072063084,0.216286114,0.221011621
0.385168706,1.341474036,0.005535722,1.180582995,1.84E-05,1000.127386,0.000980913,0.072023146,0.110849538,0.153443322
0.385085553,1.709276041,0.003238296,1.180305372,1.84E-05,999.5687186,0.000952214,0.072057441,0.045802398,0.142743691
0.384489845,1.211318358,0.024638183,1.174712433,1.82E-05,1000.23591,0.000877573,0.071988848,0.106059051,0.228956814
0.297852154,0.80284169,0.001469441,1.188567491,1.81E-05,998.2554196,0.001085441,0.072290199,0.019636354,0.048627492
0.384675563,0.594940839,0.002054847,1.178847667,1.84E-05,999.697362,0.001024808,0.071998667,0.065951986,0.126070199
0.150747611,2.143260916,0.000590158,1.177796639,1.84E-05,999.1772022,0.001023033,0.071740927,0.014558207,0.154748784
0.384431319,1.473410464,0.003061048,1.16291793,1.84E-05,999.7644279,0.000982747,0.072045982,0.264437781,0.256421072
0.106008074,0.277898292,0.001205126,1.174061508,1.81E-05,997.6160467,0.001021811,0.072052215,0.044056437,0.188297305
0.385716635,1.930473547,0.001302564,1.179880406,1.84E-05,999.8921739,0.000990514,0.071979942,0.011717725,0.071061165
0.190773408,1.145716089,0.000752427,1.001341538,1.75E-05,998.1066569,0.001039015,0.071709663,0.077910056,0.142787942
0.385307501,1.925830293,0.001296336,1.175319172,1.84E-05,1000.231039,0.000956097,0.071999637,0.05295967,0.251499777
0.104870287,2.033372809,0.003247435,1.182490667,1.81E-05,1014.381008,0.00124749,0.072696707,0.237750852,0.298633742
0.159562246,1.512085503,0.000566889,1.156102851,1.81E-05,999.9967617,0.001032621,0.071991009,0.11900278,0.325691875
0.148165239,2.570990222,0.001036795,1.192437695,1.81E-05,999.95727,0.001039591,0.072118039,0.402955888,0.283531807
0.150050566,2.089553711,0.0003,1.18258207,1.81E-05,998.958146,0.001110387,0.072540241,0.284375387,0.469981181
0.114554475,0.344871307,0.00030685,1.183365364,1.81E-05,998.7743828,0.001115475,0.07265308,0.118346834,0.29098876
0.384782456,1.720766659,0.001085961,1.186711852,1.84E-05,1000.029602,0.001045217,0.072061807,0.179261209,0.250531503
0.385703244,1.001839235,0.000935111,1.168672961,1.84E-05,1000.246943,0.001016905,0.072011954,0.221021332,0.240341586
0.384310149,0.384837932,0.025050443,1.178934353,1.84E-05,998.8371132,0.001028125,0.072016898,0.026729176,0.058143762
0.293566733,1.565304309,0.000849894,1.191181248,1.81E-05,998.3060585,0.001000567,0.072056598,0.065849596,0.114334096
0.158614924,2.238560995,0.000678741,1.192927704,1.81E-05,999.848296,0.001060853,0.072209936,0.084923324,0.237989631
0.384247917,2.259456426,0.003142733,1.182917513,1.84E-05,998.9744716,0.000990959,0.071978008,0.035235533,0.07026975
0.299363007,0.725638008,0.000574752,1.185001453,1.81E-05,998.0769458,0.000940507,0.072075927,0.085694578,0.185876398
0.150148821,1.118513859,0.001537773,6.322875185,1.81E-05,883.8341192,0.000942286,0.026630593,0.052221628,0.302171156
0.384742851,0.656583767,0.003679387,1.191091479,1.82E-05,999.8724075,0.000872735,0.071996399,0.049136038,0.184000238
0.385088788,0.599586811,0.00162371,1.189516549,1.84E-05,999.8721809,0.000941912,0.07176065,0.383759022,0.3896968
0.384788112,0.306937791,0.000929208,1.188695454,1.84E-05,999.7883774,0.000991207,0.071951012,0.255036528,0.247100704
0.105343758,2.490235468,0.001256086,1.186791015,1.81E-05,1027.43454,0.001240051,0.072389985,0.043882115,0.196085927
0.248799696,2.093953789,0.001254125,1.187121538,1.84E-05,999.723046,0.000948784,0.072027636,0.032310851,0.140446277
0.385226702,1.472808699,0.003862869,1.18025271,1.82E-05,999.9787919,0.000893191,0.072092885,0.227959731,0.256539066
0.158927902,2.408856799,0.000842185,1.183963771,1.81E-05,1030.707133,0.001339501,0.072464728,0.035524947,0.111795996
0.246553137,1.717316184,0.000870199,1.178080848,1.81E-05,998.851296,0.000955525,0.071959741,0.034566401,0.126522838
0.094939633,1.800803547,0.00097127,1.191167934,1.81E-05,1076.032462,0.001713878,0.074587614,0.04529021,0.207720669
0.385457592,2.311139341,0.002282485,1.176353158,1.84E-05,999.9690352,0.000964821,0.072002713,0.038882482,0.136933609
0.161676708,2.324311145,0.001173668,1.175105843,1.81E-05,999.9929353,0.000979253,0.072064331,0.257106601,0.307624563
0.209311709,2.423239857,0.0003,1.174544684,1.81E-05,998.5809883,0.001035001,0.072795082,0.048757187,0.153785207
0.096847652,0.94285974,0.001449908,7.793971889,1.81E-05,782.848952,0.001623991,0.02492149,0.0003,0.070843632
0.385736505,0.582333185,0.005820713,1.185713836,1.84E-05,1000.085568,0.001010067,0.07200358,0.058893629,0.175497503
0.385167513,1.851699293,0.024904931,1.17967319,1.84E-05,999.9506607,0.000939995,0.072008242,0.00373162,0.027603905
0.158301359,1.633166957,0.000880843,1.176330529,1.81E-05,999.1094514,0.001039895,0.072181801,0.059763036,0.213197675
0.385153106,2.127430083,0.013414636,1.18412818,1.84E-05,1000.038602,0.000978275,0.071961853,0.022322968,0.025284311
0.384918873,0.327493586,0.001094105,1.181810246,1.82E-05,999.8989504,0.000835483,0.07157515,0.107408643,0.276354917
0.385583936,2.219330487,0.001362128,1.180774829,1.84E-05,999.9308584,0.001000292,0.072083752,0.073000793,0.164667585
0.101636661,0.59354423,0.013931166,1.233832341,2.31E-05,998.7980601,0.001064213,0.071801751,0.121265441,0.215610562
0.234683723,0.345646172,0.011135489,1.169642296,1.81E-05,994.8332919,0.000916255,0.071653505,0.06383116,0.20271485
0.155350594,2.535976846,0.000405671,1.175858738,1.81E-05,1000.158062,0.000967221,0.071983829,0.431960751,0.305669552
0.150729751,2.262736581,0.000793727,2.10924938,1.81E-05,1001.117765,0.001037951,0.071333928,0.033928374,0.248494832
0.323476412,1.787407855,0.005877156,6.544988897,1.81E-05,805.4593206,0.001257113,0.026396656,0.106480015,0.40170154
0.384819189,1.461529202,0.002665258,1.165125452,1.82E-05,1000.053518,0.000937871,0.07130218,0.212574496,0.269929308
0.384707341,1.281369897,0.002778935,1.188951516,1.82E-05,999.8069445,0.000866525,0.071750633,0.02334535,0.102608148
0.095806291,0.647069279,0.000960931,1.196471628,1.81E-05,869.168408,0.000911094,0.025942303,0.044256048,0.060775054
0.199748836,0.655800569,0.000707973,1.139457422,1.81E-05,1175.017155,0.06493917,0.066233507,0.018877981,0.037057746
0.385412589,1.937764116,0.00140297,1.180273685,1.84E-05,999.8694228,0.001039042,0.071985532,0.047981172,0.178518213
0.385121041,0.464253329,0.023295286,1.175335253,1.82E-05,999.7817227,0.000949606,0.072010205,0.084686887,0.171509165
0.102702461,1.283373235,0.003485688,1.179469607,1.81E-05,997.9467184,0.001101904,0.072148786,0.16706724,0.247164766
0.152256257,0.889073922,0.001068322,1.158411101,1.81E-05,1117.766317,0.008465497,0.068827989,0.066904161,0.144986009
0.384787646,2.487837781,0.0018959,1.181775673,1.84E-05,999.8843694,0.001045057,0.072003406,0.055414627,0.172583518
0.145601887,0.586674799,0.002309593,1.176443568,1.81E-05,999.7191678,0.000896398,0.071356333,0.016269645,0.113780171
0.38565184,1.496055625,0.004109694,1.177989423,1.84E-05,1001.765225,0.001029588,0.07182794,0.126881915,0.276507249
0.150204104,2.727109973,0.00033626,1.162979152,1.76E-05,997.1789198,0.000739478,0.02438079,0.061835386,0.30065888
0.156370863,2.11434386,0.000485273,1.179661823,1.81E-05,999.3633887,0.001045449,0.071955237,0.086413145,0.214508337
0.385546414,0.359800695,0.025778458,1.182577794,1.84E-05,1000.016207,0.000974174,0.071992131,0.085379606,0.136076584
0.385001761,0.718214862,0.025925767,1.173268279,1.84E-05,1000.149165,0.00082797,0.071876092,0.108968457,0.252168672
0.38469691,0.396214854,0.024653401,1.181281509,1.84E-05,999.7885166,0.000967365,0.072029271,0.159901024,0.199599738
0.10697922,2.101105008,0.000645459,1.180717709,1.81E-05,999.8589128,0.001063351,0.071991758,0.082280167,0.279276502
0.385592766,1.492796349,0.024407074,1.17494891,1.84E-05,999.9619972,0.000985425,0.071952764,0.274553657,0.252791184
0.384566858,0.909099966,0.00109366,1.186659262,1.84E-05,1000.33193,0.00095257,0.071840299,0.010029106,0.136836014
0.385566651,0.355398308,0.001245574,1.179960636,1.84E-05,999.9867459,0.000997444,0.071957986,0.095755069,0.226424853
0.29782082,1.752688836,0.014485954,1.169009645,1.81E-05,1030.296027,0.00158468,0.072217861,0.236346514,0.228818879
0.208153257,6.274639563,0.000891757,1.14808822,1.81E-05,1001.306568,0.001109691,0.064840253,0.001951587,0.01105674
0.11068431,1.678928055,0.001233015,1.154175101,1.81E-05,1000.450547,0.0010378,0.071992497,0.057874333,0.249034028
0.384445163,1.243977516,0.013660951,1.175972426,1.84E-05,999.9863054,0.001024496,0.071955419,0.053956703,0.121017707
0.146429826,0.446616096,0.0003,1.171908549,1.81E-05,998.741516,0.001003075,0.071347071,0.038584694,0.346676749
0.384497085,0.275114141,0.00231225,1.188451054,1.84E-05,999.7932691,0.000962969,0.071483583,0.059921834,0.194758083
0.239258689,1.058577603,0.013162716,1.187430619,1.81E-05,996.9263182,0.000914398,0.071981464,0.09140039,0.192646351
0.384911059,1.11096447,0.01239449,1.174726513,1.84E-05,1000.129198,0.000980905,0.072035207,0.210197732,0.281949586
0.110302196,0.363562598,0.000981717,1.192862557,1.81E-05,1016.499674,0.001322499,0.072841543,0.055409314,0.225990718
0.192232186,2.674263542,0.000846162,1.173353464,1.81E-05,1200.443029,0.001327676,0.062512144,0.0003,0.030813446
0.239214249,0.285669855,0.001425375,1.176424679,1.81E-05,997.9024288,0.001006351,0.071966848,0.028906284,0.101736449
0.385403545,7.23,0.015666092,1.112668665,1.84E-05,1000.223521,0.000999089,0.072059544,0.038503166,0.090292043
0.65017531,1.638007119,0.001549782,1.17611957,1.81E-05,997.2727222,0.00090605,0.071934638,0.316213958,0.430082634
0.236731602,0.402964257,0.00089405,1.174103756,1.81E-05,997.5206966,0.000996416,0.072622936,0.024591564,0.058850582
0.384971455,2.186127854,0.024538202,1.189208258,1.84E-05,1000.011552,0.000934412,0.072068788,0.04512516,0.124350905
0.384796684,1.440772698,0.001398628,1.183408874,1.84E-05,999.9312587,0.000998988,0.071880444,0.033387,0.133989175
0.384642299,0.337197709,0.001066936,1.197377752,1.84E-05,997.473624,0.00098873,0.071924967,0.092375846,0.185761806
0.241922583,0.527537922,0.001179785,1.189229546,1.81E-05,996.2080958,0.000851141,0.071980665,0.072066175,0.120133975
0.145010626,0.339174875,0.000534339,1.184056997,1.81E-05,999.5413832,0.001040474,0.071945696,0.039966406,0.128984644
0.149456555,2.260506681,0.000943,1.173735858,1.81E-05,998.9438036,0.001021212,0.071949798,0.013283749,0.033684308
0.384560973,0.372933209,0.025753107,1.168253111,1.82E-05,999.9573676,0.000792133,0.071233908,0.027029504,0.116104313
0.183278918,1.035096918,0.002465221,1.16502101,1.81E-05,1025.747926,0.000502248,0.044899943,0.051591346,0.118140472
0.38463416,0.369403478,0.024900883,1.177035928,1.84E-05,1000.149761,0.000902071,0.071956921,0.176911288,0.193898897
0.3849451,1.741538352,0.001242183,1.182057841,1.82E-05,999.88716,0.000886559,0.071887169,0.045629225,0.043401202
0.159474034,0.835635176,0.001013055,1.182432333,1.81E-05,1166.249614,0.043143795,0.0635031,0.028617944,0.120743576
0.384770049,1.19810958,0.000590009,1.179451526,1.84E-05,999.9140046,0.001023666,0.071941188,0.262011802,0.254232994
0.38488903,1.277576773,0.025147713,1.189548188,1.82E-05,999.6824506,0.000918516,0.072006752,0.10648125,0.182639786
0.384862941,1.34545606,0.025473436,1.180986912,1.84E-05,1000.04524,0.000897687,0.071947362,0.091090064,0.055039594
0.096292879,2.388887108,0.009520435,1.048271488,2.21E-05,736.981265,0.000569648,0.023315835,0.038828185,0.079210821
0.141088051,0.993797093,0.000874199,1.168189215,1.81E-05,1126.840876,0.008131008,0.06672485,0.038688148,0.091313573
0.099274325,1.32135332,0.001149665,1.05904377,1.81E-05,999.1470884,0.001109134,0.071666144,0.054222723,0.186826622
0.109249423,0.247450852,0.000829341,1.176768841,1.81E-05,999.9385822,0.000972073,0.072149195,0.204315006,0.285618443
0.173831797,0.384606038,0.002785021,1.155572623,1.81E-05,999.7322455,0.000986718,0.071953788,0.009890416,0.058380356
0.384823953,1.20074534,0.002915833,1.189271041,1.84E-05,999.8373186,0.000967615,0.072029719,0.247661665,0.286881191
0.383381756,0.888555952,0.005930238,1.184886525,1.84E-05,999.1662626,0.000931762,0.07212139,0.008137795,0.065319778
0.15023588,2.471030345,0.000373114,1.192102882,1.81E-05,999.0508014,0.001168343,0.07203979,0.363754945,0.271970169
0.095263406,2.382276402,0.00669911,7.372344923,1.81E-05,745.1803833,0.000629936,0.025645429,0.138997696,0.446672813
0.384039026,0.329880692,0.024424599,1.184622953,1.84E-05,999.6421285,0.000984546,0.072022446,0.061282038,0.139328676
0.152583354,2.373598018,0.00144179,1.181919431,1.81E-05,1000.365088,0.001016487,0.071969103,0.243877848,0.295656352
0.150786607,2.55219965,0.0003,1.201414292,1.81E-05,998.2128134,0.001017145,0.071996869,0.062046138,0.261994516
0.149058024,1.230223195,0.002200134,1.957461199,1.76E-05,999.2699706,0.000866992,0.072088216,0.049507407,0.203710762
0.151318327,2.145181577,0.001069902,1.188639525,1.81E-05,1000.853859,0.00102967,0.071894399,0.015129928,0.207530783
0.386181194,1.243489932,0.003038307,1.175230277,1.84E-05,1000.027146,0.000890467,0.07205882,0.029406409,0.073669577
0.155439913,1.936806127,0.001102168,1.185875949,1.81E-05,1101.286603,0.001594521,0.070403853,0.047765221,0.217317972
0.385205586,0.320482874,0.001145196,1.188939655,1.84E-05,999.9594677,0.000970112,0.071945091,0.02625966,0.117385984
0.10855678,1.759478293,0.001599026,1.17676353,1.81E-05,999.708857,0.001058725,0.071966526,0.018818082,0.055229994
0.385284972,1.373759372,0.009707297,1.181190335,1.84E-05,1000.254979,0.000982916,0.072074964,0.237780689,0.188921182
0.384371986,1.235928163,0.012924703,1.150410045,1.84E-05,999.3529357,0.000990088,0.072046004,0.167095181,0.199795912
0.384050745,1.079843898,0.000365647,1.180998838,1.84E-05,1000.317608,0.001022585,0.071745897,0.124802478,0.273012227
0.24074379,0.356215832,0.000781647,1.182421059,1.81E-05,995.9156095,0.000834862,0.071979196,0.0003,0.109743728
0.385513374,0.682252223,0.002747217,1.178509915,1.82E-05,1000.098832,0.000870291,0.071980285,0.018818368,0.085759594
0.193724907,1.741515007,0.001497691,1.179307219,1.81E-05,1001.843266,0.000960721,0.071716443,0.213996627,0.228735627
0.384517172,1.458492757,0.00119835,1.177440277,1.84E-05,999.1925489,0.001018732,0.071950473,0.355241199,0.258466109
0.385370176,0.422697034,0.026185808,1.183723814,1.84E-05,999.9934365,0.00102776,0.072031042,0.045816991,0.098344907
0.099671157,0.792128213,0.000783093,1.239362363,1.81E-05,1174.684055,0.008046882,0.047724387,0.0003,0.0004
0.157375764,0.696068689,0.00129084,1.212049718,1.81E-05,997.7307363,0.00105384,0.072425498,0.003061827,0.126492751
0.103362497,1.877191132,0.001400369,1.187267078,1.81E-05,1021.79243,0.001212546,0.072366033,0.095064873,0.232920027
0.385112799,0.345001851,0.025493272,1.176063432,1.84E-05,1000.049607,0.000997032,0.07198716,0.070458332,0.077781295
0.385185041,0.326418884,0.014519637,1.186126607,1.84E-05,1000.183312,0.001027376,0.072042699,0.017188854,0.037307505
0.096811906,0.779734784,0.0003,1.1748828,1.81E-05,778.448541,0.000671296,0.018936867,0.006639824,0.045908866
0.092895875,1.355014616,0.000700335,1.17480172,1.81E-05,1073.968497,0.00115914,0.073041792,0.061291987,0.144114246
0.150171498,0.863087095,0.00070471,1.177640057,1.81E-05,999.6842188,0.000906628,0.071292449,0.026131164,0.037630087
0.152708635,1.594261522,0.003220901,1.179543962,1.81E-05,999.7313169,0.000986942,0.071950765,0.057950047,0.124267153
0.298602417,1.791806319,0.000696763,1.172714299,1.81E-05,998.8292031,0.001062786,0.07197456,0.312148172,0.388658333
0.097891714,0.365970937,0.000657255,1.174729199,1.81E-05,997.4022152,0.001037251,0.072150019,0.06404288,0.2054074
0.095377307,0.325934959,0.0003,1.174609243,1.81E-05,998.0554051,0.001118276,0.071984059,0.093130505,0.183826238
0.385238594,1.223731865,0.024948488,1.181153816,1.82E-05,1000.168743,0.000866207,0.072540397,0.119175897,0.233481646
0.141033654,2.485255972,0.000599087,1.18661831,1.81E-05,1000.390343,0.00095534,0.072252156,0.003247423,0.038563187
0.293070188,1.041571748,0.009713602,4.319421497,1.81E-05,1000.744944,0.001038007,0.072374801,0.274343461,0.371241692
0.385135334,1.228854556,0.004329886,1.190616945,1.84E-05,1000.187493,0.001000248,0.071993862,0.17435066,0.224051883
0.383995245,0.350039665,0.001469101,1.190145936,1.84E-05,999.9087246,0.001030045,0.071984708,0.200453005,0.258909235
0.146149751,0.902704346,0.0003,1.248926825,1.81E-05,1092.364458,0.009205712,0.057777504,0.015003064,0.014781291
0.101374053,0.765600194,0.000892546,57.9960631,1.81E-05,884.5648347,0.049333272,0.031697916,0.016802613,0.08897503
0.383880186,1.506288701,0.002011558,1.175777489,1.84E-05,999.9869759,0.000942702,0.07206663,0.24650817,0.323030912
0.179993976,2.619618324,0.00099944,1.181749297,1.81E-05,1028.516226,0.001184303,0.066217052,0.020307214,0.083226279
0.384204951,0.835403986,0.00516804,1.17754432,1.84E-05,1000.054187,0.00094012,0.071750933,0.260539279,0.38732494
0.571621976,1.160946993,0.001585104,1.176476535,1.81E-05,997.656811,0.001054234,0.07202514,0.258372247,0.297100846
0.095374696,0.789145918,0.000728682,1.141053508,1.81E-05,743.1598298,0.000702424,0.021961639,0.0003,0.010541127
0.384903837,1.668531749,0.0253506,1.183597082,1.84E-05,1000.079227,0.000924141,0.072024308,0.043915171,0.133897956
0.09,1.274727009,0.001392128,1.211878001,1.81E-05,807.9770025,0.001549281,0.024491883,0.037018362,0.343839673
0.150619497,2.408768844,0.000650968,1.184706743,1.81E-05,1081.013653,0.001194535,0.074998155,0.027968549,0.077660715
0.385576463,0.332957836,0.001089254,1.185761564,1.84E-05,999.6543161,0.001020084,0.07197728,0.062595316,0.190142088
0.09756226,0.664946026,0.00161359,1.192432752,1.81E-05,865.4705277,0.040732432,0.029764993,0.023001696,0.019817156
0.147708726,0.571253473,0.013167476,1.227472389,2.27E-05,998.2845326,0.000856198,0.072336706,0.05180344,0.076662899
0.294596539,1.762886228,0.001174702,1.180044276,1.81E-05,999.0464628,0.000996884,0.072025237,0.285788095,0.295907725
0.167778223,2.123215366,0.000311936,1.181024708,1.81E-05,999.7179852,0.001047105,0.072051902,0.13192425,0.308710765
0.155526927,2.089511091,0.000954828,1.159480854,1.81E-05,1001.174369,0.001136527,0.072201557,0.044639736,0.161873638
0.151650134,2.676038181,0.000550529,1.208047448,1.81E-05,997.0200782,0.001034213,0.071702918,0.049882374,0.35763153
0.384576746,1.344103231,0.010179171,1.532487165,1.84E-05,999.4284914,0.001034252,0.072369448,0.242735748,0.277880268
0.38414391,1.584749717,0.026216636,1.18553093,1.82E-05,1000.076673,0.000843299,0.072013878,0.027189416,0.075456767
0.150193434,2.027441983,0.000860411,1.179090191,1.81E-05,1000.192443,0.000996425,0.071728549,0.220853908,0.425865648
0.384079899,0.373007404,0.001826094,1.191867951,1.84E-05,999.5995048,0.000999121,0.071806987,0.031769476,0.098380798
0.229935164,0.709297816,0.014896137,1.158652693,1.81E-05,728.8441507,0.0002946,0.022314861,0.053324408,0.098224074
0.144998642,0.857524939,0.001209798,1.17863297,1.81E-05,1144.588979,0.022598842,0.066401102,0.012110629,0.087536831
0.38467555,1.381253014,0.002203577,1.185677484,1.84E-05,999.6677162,0.001006815,0.072026865,0.107268928,0.225938939
